Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Total Distance per 90,Running Distance per 90 (15-20 km/h),HSR Distance per 90 (20-25 km/h),Sprinting Distance per 90 (+25 km/h),HI Distance per 90 (+20 km/h),Meter/Min,Max Speed (km/h),Count Medium Acceleration per 90 (1.5 m/s² to 3 m/s²),Count High Acceleration per 90 (+3 m/s²),Count Medium Deceleration per 90 (-1.5 m/s² to -3 m/s²),Count High Deceleration per 90 (-3 m/s²),Count HSR per 90 (20-25 km/h),Count Sprint per 90 (+25 km/h),Count HI per 90 (+20 km/h)
Filipe Soares,Farense,Farense,"AMF, CF, LDMF",25,1500000,2026-06-30,4,156,0,0.03,0,0,16.73,31.03,Portugal,Portugal,right,180,74,yes,3.46,2.88,60,1.15,0,0.58,0.81,0,1.15,1.62,0.58,0,0,0,0,1.73,0,0,0,0.02,0,0,2,1.15,0,0,0,0.58,100,0,0,0.58,100,0,1.15,50,10.38,22.22,0.58,0.58,0,10.96,0,1.15,25.38,81.82,9.23,68.75,5.77,90,9.23,87.5,23.08,80,2.31,100,21.81,16.65,0,0,0,0,0.58,100,0,4.62,62.5,0.58,100,0.58,100,0,0.58,3.46,83.33,0,,0,,0,0,0,0,,,0.58,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Paulo Oliveira,Sporting Braga,Sporting Braga,RCB,32,1500000,2025-06-30,2,193,0,0.09,0,0,7.93,76.47,Portugal,Portugal,right,187,81,no,9.79,5.13,72.73,2.8,83.33,0.47,0.63,0.47,5.6,7.5,0.93,0,0,0,0,0.47,0,0,0,0.04,0,0,1,0.47,0,0,0,0.47,100,0,0,0.47,100,0,0,0,0,0,0.93,0.47,0,37.77,0.47,0,54.56,80.34,23.32,58,1.4,100,28.91,96.77,43.37,89.25,10.73,43.48,23.7,37.6,0,0,0,0,0,0,0,11.19,54.17,3.26,14.29,0.93,50,0.47,0.47,12.12,73.08,0,,0,,0,0,0,0,,,1.4,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Adrián Marín,Sporting Braga,Sporting Braga,LB,27,1500000,2026-06-30,6,504,0,0,1,0.17,15.71,54.55,Spain,Spain,left,181,73,no,9.82,8.57,58.33,3.39,57.89,0.54,0.89,0.18,4.29,7.13,1.79,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0.18,2.14,25,2.14,25,0,0,0.36,0.71,75,2.68,40,0.18,0.71,0,43.21,0.54,0.18,58.21,83.74,31.25,81.14,2.68,86.67,17.32,87.63,49.11,89.82,6.96,58.97,20.06,36.1,0.03,0.54,0,0,0.36,0,0.18,10.54,83.05,4.11,43.48,1.07,50,0.89,0.54,16.25,90.11,0,,0,,0,0,0,0,,,0.18,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Manu,Vitória Guimarães,Vitória Guimarães,"DMF, RCMF, LCMF",23,1500000,2027-06-30,5,176,0,0,0,0,24.03,44.68,Portugal,Portugal,right,189,83,no,5.11,7.67,40,5.63,63.64,0,0,0,2.05,3.08,3.07,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.51,0,0,0,0,0.51,100,4.09,25,0,0,0,23.52,0,1.02,36.31,80.28,16.88,63.64,5.63,100,11.76,91.3,26.59,92.31,9.2,50,23.2,31.84,0,0,0,0,0,0,0,9.72,42.11,2.05,0,1.02,50,0,0,7.67,93.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Samu,Vitória Guimarães,Vitória Guimarães,"AMF, CF, LCMF",28,1500000,2027-06-30,6,316,0,0.23,0,0.63,15.38,51.85,Portugal,Portugal,left,170,64,no,7.12,7.69,62.96,2.28,25,0,0,0.57,2.28,3.12,1.14,0,0,0,0,2.56,0,0,0,0.07,0,0,5,1.42,40,0,0,1.71,50,1.14,75,0.57,0,0.28,1.42,40,3.99,50,1.42,0.28,0.28,25.35,1.14,1.14,32.75,80,11.68,75.61,7.41,92.31,6.84,70.83,28.2,83.84,2.85,60,17.56,35.25,0.18,1.14,0,0,1.42,40,0.28,5.7,65,2.85,70,0.85,66.67,1.42,0.85,6.55,78.26,0,,0,,0,0,0,0,,,0,,,1.42,0,0,2.28,0,0,,,,,,,,,,,,,,
Kewin,Moreirense,Moreirense,GK,29,1500000,2025-06-30,6,602,0,0,0,0,1.35,77.78,Brazil,Brazil,right,189,84,no,1.79,0.15,100,0.9,100,0,0,0,1.64,1.99,0,1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0.3,0.15,18.54,83.87,10.47,72.86,0,0,7.03,97.87,8.52,100,10.02,70.15,33.7,45.49,0,0,0,0,0,0,0,1.94,23.08,0,0,0.15,0,0,0,5.53,75.68,9,1.35,24,3.59,1,62.5,6.02,0.9,-2.98,-0.446,0,3.14,0.9,,,,0,0,0,,,,,,,,,,,,,,
Rochinha,Famalicão,Famalicão,"LAMF, LW",29,1500000,2027-06-30,6,400,0,0.37,0,0.2,18.23,33.33,Portugal,Portugal,right,169,63,no,4.05,4.95,45.45,1.58,14.29,0.45,0.64,0,1.35,1.91,1.35,1,0.23,0,0,2.25,0,0,0,0.08,0,0,6,1.35,33.33,0,0,1.13,20,0.9,25,0.23,0,0,5.63,28,10.13,31.11,0.9,1.58,0.45,11.25,1.13,2.25,14.18,76.19,5.63,76,3.6,93.75,4.28,63.16,11.93,84.91,1.13,40,18.11,23.27,0.05,0.45,0,0,0.23,0,0,2.48,63.64,1.8,12.5,0.68,0,0.23,0.23,2.25,80,0,,0,,0,0,0,0,,,0.9,,,0.68,0,0,3.15,0,0,,,,,,,,,,,,,,
E. Mihaj,Famalicão,Famalicão,RCB,26,1500000,2025-06-30,6,597,0,0.07,1,0.13,9.65,70.31,Greece,"Greece, Albania",right,186,78,no,9.35,3.47,86.96,1.96,69.23,0.3,0.43,0.45,6.03,8.63,0.3,1,0.15,0,0,0.75,0,0,0,0.01,0,0,1,0.15,100,0,0.15,0,0,0,0,0,0,0,0.45,100,1.66,72.73,0.15,0.6,0,33.17,0.15,0.75,49.3,82.57,21.41,71.83,1.36,100,21.41,90.85,39.35,91.57,9.95,46.97,23.94,43.28,0.02,0.15,0,0,0.15,100,0.15,5.43,44.44,1.21,12.5,0.9,0,0.15,0,7.84,59.62,0,,0,,0,0,0,0,,,0.9,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Pedro Álvaro,Estoril,Estoril,RCB,24,1500000,2025-06-30,6,587,0,0.05,1,0.4,10.89,63.38,Portugal,Portugal,right,186,81,no,6.59,3.68,66.67,3.37,77.27,0.31,0.38,0.15,3.83,4.69,0.92,3,0.46,0,0,0.31,0,0,0,0.01,0,0,1,0.15,0,0,0.15,0.15,100,0,0,0.15,100,0,0.31,50,1.38,44.44,0.46,0.46,0,30.36,0,0.92,46.76,84.92,17.48,67.54,2.3,93.33,22.08,96.53,37.72,93.09,8.89,50,22.45,40.07,0.06,0.15,0,0,0,0,0.15,5.52,63.89,0.31,0,0.31,50,0,0.15,8.28,51.85,0,,0,,0,0,0,0,,,1.69,,,0,0,0,0,0,0,,,,,,,,,,,,,,
O. Pohlmann,Rio Ave,Rio Ave,"LWF, LW, LCMF",23,1500000,2027-06-30,5,357,0,0.09,0,0,16.89,44.78,Germany,Germany,right,183,80,no,4.79,5.8,60.87,0.76,0,0.25,0.31,0.25,1.01,1.24,0.76,0,0,0,0,2.02,0,0,0,0.02,0,0,2,0.5,0,0,0,0.25,0,0.25,0,0,0,0,3.53,57.14,9.08,41.67,1.26,0.5,0.25,11.6,1.51,1.01,17.65,82.86,3.28,69.23,6.3,92,4.03,100,17.14,83.82,0.25,100,15.5,10.29,0,0,0,0,0,0,0.25,1.01,75,0.5,100,0,0,0.76,0,1.51,33.33,0,,0,,0,0,0,0,,,0,,,1.01,0,0,2.02,0,0,,,,,,,,,,,,,,
E. Tıknaz,Rio Ave,Rio Ave,RCMF,20,1500000,2027-06-30,1,26,0,0.33,0,0,,,Türkiye,Türkiye,right,193,76,yes,,,,,,,10,,,10,,1,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.41,50.25,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Fábio Ronaldo,Rio Ave,Rio Ave,"LWB, LB, LW",23,1500000,2027-06-30,4,149,0,0.37,0,0.15,26.58,40.91,Portugal,Portugal,right,178,66,no,7.85,9.06,53.33,2.42,25,0,0,0,3.02,3.85,0.6,0,0,0,0,3.02,0,0,0,0.23,0,0,3,1.81,0,0,0,3.02,40,3.02,40,0,0,0.6,5.44,33.33,13.29,31.82,2.42,4.23,0,21.74,1.81,2.42,27.79,86.96,4.83,87.5,6.64,90.91,10.87,77.78,23.56,92.31,1.81,66.67,17.3,22.27,0.09,1.81,0,0,0,0,1.21,3.02,80,4.83,62.5,0,0,2.42,1.81,7.25,83.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
M. Gbane,Gil Vicente,Gil Vicente,"RCMF, RDMF, LDMF",23,1500000,2027-06-30,6,570,0,0.12,0,0.16,18.95,58.33,Côte d'Ivoire,Côte d'Ivoire,right,188,83,no,11.53,7.11,73.33,3.47,63.64,0.63,0.8,0.47,5.68,7.2,0.32,0,0,0,0,0.95,0,0,0,0.02,0,0,3,0.47,33.33,0,0,0,0,0,0,0,0,0,1.89,41.67,5.84,37.84,0.16,0.79,0.16,22.42,0.32,1.11,35.84,81.94,11.53,63.01,5.05,93.75,15.32,91.75,32.84,84.13,3,57.89,19.43,30.64,0.02,0.16,0,0,0,0,0,3.32,57.14,0.47,33.33,0,0,0.16,0,6.95,45.45,0,,0,,0,0,0,0,,,1.11,,,0,0,0,0,0,0,,,,,,,,,,,,,,
A. Kraev,Casa Pia AC,Casa Pia AC,RCMF,25,1500000,2026-06-30,3,219,0,0.08,0,0,18.49,37.78,Bulgaria,Bulgaria,right,194,79,no,7.4,9.04,45.45,3.7,33.33,0,0,0.41,3.29,4,4.11,1,0.41,0,0,0.41,0,0,0,0.03,0,0,2,0.82,0,0,0,0.82,50,0.41,0,0.41,100,0,0,0,3.29,12.5,0.41,0.41,0,18.49,0,0.82,29.18,77.46,9.86,58.33,6.16,100,9.86,83.33,24.25,84.75,4.52,36.36,18.51,24.18,0,0,0,0,0,0,0,5.75,57.14,0.41,100,0,0,0,0.41,6.58,37.5,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Paulo Victor,Farense,Farense,LB,23,1500000,2024-12-31,2,54,0,0.05,0,0,40,75,Brazil,Brazil,left,180,72,no,23.33,18.33,90.91,10,83.33,5,12.86,0,1.67,4.29,0,0,0,0,0,3.33,0,0,0,0.08,0,0,2,3.33,50,0,0,3.33,0,3.33,0,0,0,0,1.67,100,3.33,100,1.67,0,0,21.67,1.67,3.33,33.33,80,18.33,81.82,3.33,100,10,83.33,26.67,100,5,0,23.05,23.74,0,0,0,0,0,0,0,6.67,75,0,0,0,0,0,0,5,100,0,,0,,0,0,0,0,,,1.67,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Pedro Santos,Arouca,Arouca,"CF, RDMF, RCMF",23,1500000,2026-06-30,5,168,0,0.18,0,0.03,16.07,53.33,Portugal,Portugal,right,183,75,no,10.18,9.11,58.82,0.54,0,2.14,3.53,0,2.68,4.41,1.07,0,0,0,0,1.07,0,0,0,0.1,0,0,3,1.61,0,0,0,0,0,0,0,0,0,0,1.61,66.67,5.89,45.45,1.61,0.54,0,31.61,1.61,2.14,42.32,84.81,11.79,72.73,9.11,94.12,17.14,87.5,39.64,85.14,2.68,80,16.44,19.19,0.02,0.54,0,0,0,0,0,6.43,66.67,0.54,100,0.54,100,0.54,0,4.82,66.67,0,,0,,0,0,0,0,,,1.07,,,0,0,0,0.54,0,0,,,,,,,,,,,,,,
A. Danté,Arouca,Arouca,LB,23,1500000,2026-06-30,2,174,0,0.05,0,0.12,11.9,43.48,Mali,Mali,left,179,70,yes,7.24,6.21,58.33,1.03,0,0,0,0.52,3.62,4.47,0.52,0,0,0,0,2.07,0,0,0,0.02,0,0,2,1.03,50,0,0,0.52,100,0.52,100,0,0,0,1.03,100,2.59,40,0.52,0.52,0,11.38,0,0.52,20.17,79.49,5.69,63.64,3.62,100,5.17,100,18.62,80.56,1.03,50,16.54,44.61,0.06,0.52,0,0,0,0,0.52,1.03,50,0.52,100,0,0,0,0.52,3.62,57.14,0,,0,,0,0,0,0,,,0.52,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Weverson,Arouca,Arouca,"LB, LWB",24,1500000,2025-06-30,5,305,0,0,0,0.41,8.85,53.33,Brazil,Brazil,left,185,73,no,6.2,4.72,56.25,1.77,50,0,0,0.3,3.54,5.07,1.18,1,0.3,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,3.25,36.36,3.25,36.36,0,0,1.18,0.89,66.67,1.18,50,0.89,0.59,0,19.77,2.66,0.3,23.9,79.01,6.49,68.18,4.13,92.86,8.26,78.57,18.3,87.1,2.95,60,18.52,36.34,0.12,0.89,0,0,0.3,0,0,2.36,62.5,2.95,40,1.18,50,0.3,1.18,4.72,75,0,,0,,0,0,0,0,,,0.59,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Gustavo Assunção,AVS ,AVS ,"RCMF, RDMF",24,1500000,2025-06-30,2,186,0,0,0,0.12,19.84,53.66,Brazil,"Brazil, Portugal",right,178,68,no,7.74,8.71,61.11,3.39,57.14,0.97,0.97,0.48,1.45,1.45,2.9,2,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,45.45,0,0,0,28.55,0.48,1.45,39.19,92.59,11.13,86.96,5.81,100,15.48,100,35.32,93.15,3.87,87.5,18.63,45.48,0.06,0.48,0,0,0,0,0.48,5.81,83.33,0.48,100,0.48,100,0.48,0,5.32,90.91,0,,0,,0,0,0,0,,,0.48,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Rodrigo Pinheiro,Famalicão,Famalicão,"LB, RB",22,1300000,2028-06-30,4,158,0,0.02,0,0,16.52,62.07,Portugal,Portugal,right,183,80,no,11.39,8.54,73.33,1.71,66.67,0.57,0.91,0,4.56,7.27,2.28,0,0,0,0,2.28,0,0,0,0.01,0,0,1,0.57,0,0,0,1.14,50,0.57,0,0.57,100,0,2.28,75,3.99,42.86,1.14,1.71,0,17.66,1.14,0.57,24.49,74.42,11.39,70,3.99,100,3.42,66.67,21.08,78.38,2.28,50,14.53,20.25,0,0,0.57,0,0,0,0,3.99,57.14,1.71,0,0,0,0,0.57,5.13,77.78,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Ivo Rodrigues,Arouca,Arouca,"AMF, LW, LWB",29,1300000,2026-06-30,4,197,0,0.22,0,0,30.61,49.25,Portugal,Portugal,right,180,75,no,10.05,7.77,58.82,2.28,60,0.91,1.18,0,4.57,5.88,1.83,3,1.37,0,0,1.83,0,0,0,0.1,0,0,2,0.91,0,0,0,0.91,0,0.91,0,0,0,0,4.57,30,19.64,46.51,1.37,1.37,1.37,16.9,0.46,7.31,26.5,77.59,10.05,72.73,6.85,100,5.48,66.67,23.76,82.69,1.83,50,18.36,14.54,0,0,0,0,0.46,100,0,3.65,62.5,3.2,42.86,0.91,100,0.91,0,5.48,83.33,0,,0,,0,0,0,0,,,0.46,,,0.46,0,0,1.83,0,0,,,,,,,,,,,,,,
Rafa Soares,Famalicão,Famalicão,LB,29,1200000,2026-06-30,1,98,0,0.18,0,0,18.37,55,Portugal,Portugal,left,177,72,no,9.18,10.1,45.45,5.51,83.33,0,0,0,4.59,7.14,2.76,1,0.92,0,0,2.76,0,0,0,0.17,0,0,3,2.76,33.33,0,0,5.51,16.67,5.51,16.67,0,0,0.92,1.84,50,2.76,33.33,0.92,1.84,0,28.47,5.51,0,35.82,74.36,14.69,81.25,8.27,88.89,9.18,40,25.71,92.86,4.59,40,22.58,36.72,0,0,0,0,0,0,0,2.76,66.67,5.51,33.33,0,0,0.92,0.92,10.1,90.91,0,,0,,0,0,0,0,,,0,,,0.92,0,0,0.92,0,0,,,,,,,,,,,,,,
Bruno Almeida,Santa Clara,Santa Clara,CF,28,1200000,2026-06-30,1,12,0,0,0,0,,,Portugal,Portugal,left,172,66,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.57,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Ahmed Hassan,Rio Ave,Rio Ave,CF,31,1200000,2025-06-30,2,48,0,0.21,0,0,15,50,Egypt,"Egypt, Portugal",right,191,85,no,1.88,1.88,100,7.5,75,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0.39,0,0,2,3.75,50,0,0,0,0,0,0,0,0,0,1.88,0,5.63,0,3.75,0,0,7.5,1.88,0,13.13,85.71,0,0,1.88,100,1.88,0,13.13,85.71,0,0,8.42,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
João Carvalho,Estoril,Estoril,"RCMF, LWF, AMF",27,1200000,2027-06-30,4,244,1,0.32,0,0.14,18.44,50,Portugal,Portugal,right,172,67,no,2.58,3.32,55.56,1.48,75,0,0,0,0.74,1.03,0.74,2,0.74,0,0,4.43,0.37,1,0.37,0.12,0,0,4,1.48,50,25,0,1.48,50,0.74,50,0.74,50,0.37,4.43,58.33,10.33,42.86,1.11,2.58,0.37,26.93,0.37,3.32,38.73,86.67,12.54,85.29,7.01,94.74,16.23,88.64,35.04,89.47,2.58,71.43,18.67,40.15,0.05,0.74,0,0,0.37,100,0,4.8,76.92,1.11,33.33,0.37,100,0.74,0.37,5.16,92.86,0,,0,,0,0,0,0,,,0,,,0.37,0.37,0,2.21,0,0,,,,,,,,,,,,,,
J. Panzo,Rio Ave,Rio Ave,LCB,23,1200000,2025-06-30,4,304,0,0.03,0,0,15.1,62.75,England,"England, Côte d'Ivoire",left,185,72,yes,11.55,7.11,62.5,3.85,76.92,0.89,1.22,0,6.22,8.51,1.18,1,0.3,0,0,0.59,0,0,0,0.01,0,0,1,0.3,0,0,0,0.3,100,0.3,100,0,0,0,0.3,100,2.07,28.57,0.3,0.59,0,34.64,0.59,0.59,45.59,89.61,18.06,86.89,4.14,92.86,18.65,96.83,42.34,90.91,3.26,72.73,18.63,26.57,0,0,0,0,0.3,0,0,5.63,89.47,0.3,100,0,0,0,0.3,8.59,68.97,0,,0,,0,0,0,0,,,1.78,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Jordi Mboula,Gil Vicente,Gil Vicente,"AMF, RAMF, RW",25,1200000,2026-06-30,4,249,0,1.47,0,0,18.8,36.54,Spain,"Spain, Congo",right,183,74,no,4.34,6.87,47.37,2.89,12.5,0.36,0.49,0,0.72,0.98,3.98,1,0.36,0,0,3.61,0,0,0,0.53,0,0,6,2.17,66.67,0,0,2.17,16.67,0.36,0,1.81,20,0.36,2.89,62.5,7.59,38.1,3.25,3.61,0,23.13,3.25,0.36,25.66,73.24,9.04,64,6.51,100,6.14,70.59,22.77,80.95,1.08,0,18.31,24.82,0,0,0,0,0,0,0,1.81,40,2.17,33.33,0.36,0,0.36,0.36,5.06,78.57,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
N. Mantl,Arouca,Arouca,GK,24,1200000,2028-06-30,6,597,0,0,0,0,0.45,66.67,Germany,Germany,right,193,88,no,2.11,0.15,0,0.3,100,0.15,0.21,0,1.96,2.71,0.15,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21,0.15,0,19.45,86.82,10.85,76.39,0,0,5.88,100,13.72,95.6,5.73,65.79,25.62,46.53,0,0,0,0,0,0,0,0.9,50,0.15,0,0,0,0,0,5.58,67.57,8,1.21,28,4.22,2,71.43,8.88,1.34,0.88,0.133,0,1.21,0.3,,,,0,0,0,,,,,,,,,,,,,,
Lucas Piazón,AVS ,AVS ,"AMF, CF, LCMF",30,1200000,2025-06-30,6,519,0,0.65,1,0.84,14.91,52.33,Brazil,"Brazil, Italy",right,182,76,no,4.86,4.51,53.85,2.6,60,0.69,0.75,0,1.73,1.89,0.87,0,0,0,0,1.21,0,0,0,0.11,0,0,6,1.04,33.33,0,0.17,0.52,66.67,0.17,0,0.35,100,0,0.52,100,5.72,51.52,1.56,1.21,0.17,21.33,1.39,1.39,31.73,89.07,10.4,80,5.72,100,9.19,92.45,29.13,93.45,2.08,33.33,16.26,43.04,0.15,1.91,0,0,0,0,0.17,4.16,83.33,1.39,75,0.17,0,1.04,0.52,4.68,88.89,0,,0,,0,0,0,0,,,0.35,,,1.04,0.17,100,2.08,0,0,,,,,,,,,,,,,,
Ferro,Estrela Amadora,Estrela Amadora,LCB,27,1000000,2028-06-30,1,99,0,0,0,0,6.36,71.43,Portugal,Portugal,right,191,83,no,5.45,2.73,66.67,2.73,66.67,0,0,0.91,3.64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.82,0.91,0.91,50,87.27,17.27,68.42,1.82,100,28.18,96.77,45.45,94,4.55,20,25.24,43.76,0,0,0,0,0,0,0,2.73,33.33,0,0,0,0,0,0,4.55,60,0,,0,,0,0,0,0,,,1.82,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Afonso Freitas,Nacional,Nacional,LB,24,1000000,2028-06-30,1,27,0,0,0,0,,,Portugal,"Portugal, Luxembourg",left,181,73,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.06,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Clayton,Internacional,AVS ,"LCB, LB",24,1000000,2028-12-31,2,207,0,0,0,0,5.22,75,Brazil,Brazil,right,187,81,no,8.7,2.17,80,0.43,0,0.43,0.52,0.43,6.52,7.76,0,1,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,27.83,0.43,0.43,39.57,93.41,18.26,85.71,1.3,100,19.13,100,34.35,93.67,5.22,91.67,23.55,36.47,0,0,0,0,0,0,0,3.48,100,0,0,0,0,0,0,10.43,83.33,0,,0,,0,0,0,0,,,1.3,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Dani Figueira,Estoril,Estoril,GK,26,1000000,2025-06-30,1,97,0,0,0,0,1.86,50,Portugal,Portugal,right,189,82,no,1.86,0.93,0,0.93,100,0,0,0,1.86,2.14,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,0,0,11.13,91.67,5.57,83.33,0,0,2.78,100,8.35,100,2.78,66.67,19.55,31.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,50,4,3.71,7,6.49,0,42.86,3.51,3.25,-0.49,-0.455,0,1.86,0.93,,,,0,0,0,,,,,,,,,,,,,,
João Mendes,Vitória Guimarães,Vitória Guimarães,LB,24,1000000,2028-06-30,6,574,0,0,0,0.42,11.6,59.46,Portugal,Portugal,left,179,72,no,8.31,6.11,74.36,2.35,46.67,0.16,0.21,0,3.61,4.79,0.47,1,0.16,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,4.08,42.31,4.08,42.31,0,0,0.47,0.78,80,2.04,46.15,0.31,1.88,0.31,33.24,1.88,0.16,45.63,76.29,17.4,63.96,9.72,96.77,13.33,72.94,36.69,84.19,5.49,48.57,21.15,42.89,0.07,0.63,0,0,0.31,0,0.16,4.55,65.52,4.08,34.62,0.63,0,0.31,1.1,8.62,69.09,0,,0,,0,0,0,0,,,1.1,,,0.16,0,0,0,0,0,,,,,,,,,,,,,,
Nuno Santos,Vitória Guimarães,Vitória Guimarães,"AMF, LCMF",25,1000000,2027-06-30,6,306,0,0.25,0,0.08,10.88,45.95,Portugal,Portugal,right,179,73,no,3.82,4.71,43.75,1.18,25,0,0,0,1.76,2.34,1.18,2,0.59,0,0,1.18,0,0,0,0.07,0,0,3,0.88,0,0,0,1.47,0,0.88,0,0.59,0,0,1.47,80,4.12,64.29,0.59,1.18,0,22.94,1.47,1.18,31.18,76.42,11.18,68.42,5,82.35,11.18,81.58,26.18,82.02,3.53,66.67,19.51,31.43,0.02,0.59,0,0,0.29,0,0,5.88,65,3.53,33.33,0.59,0,0.88,0,5.88,90,0,,0,,0,0,0,0,,,0,,,0.88,0,0,0,0,0,,,,,,,,,,,,,,
Ricardinho,Santa Clara,Santa Clara,"RWF, CF, RW",26,1000000,2025-06-30,5,198,2,1.42,0,0,24.09,33.96,Portugal,Portugal,right,168,73,no,6.82,8.18,38.89,3.18,14.29,0.45,0.7,0,3.18,4.88,2.73,0,0,0,0,4.55,0.91,2,0.91,0.65,0,0,5,2.27,60,40,0,1.36,0,0,0,1.36,0,0.45,2.73,100,7.27,56.25,2.73,1.36,0.91,13.64,0.91,0.45,19.09,78.57,5.91,84.62,3.64,100,6.36,57.14,17.27,86.84,0.45,0,19.18,8.15,0,0,0.45,0,0.91,50,0,1.82,100,2.27,80,0.91,50,1.82,0.45,3.64,75,0,,0,,0,0,0,0,,,0,,,0.45,0,0,0,0,0,,,,,,,,,,,,,,
